"","X.1","X","Gender","County","Ethnicity","college","Stu_Department","ResidenceHall","Stu_DivisionCode","Stu_MajorDesc","UniPriorhours","UWFpriorhours","averageGPA1stFall","rankGPA1stFall","Stu_GPAGradePoints","GPA1stFall"
"2555",2555,2555,"Female","Santa Rosa","Two or More","Arts, Social Sciences and Humanities","History","Commuter","L","History",9,0,"Above2.7","above2.3",42,3.5
"2556",2556,2556,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",6,0,"Below2.7","under1.5",12.9,1.43333333333333
"2557",2557,2557,"Female","Washington","White","Science and Engineering","Biology","Commuter","U","Biomedical Sciences",73,0,"Above2.7","above2.3",51.3,3.94615384615385
"2558",2558,2558,"Female","Non-Florida","White","Science and Engineering","Biology","Commuter","L","Marine Biology",15,0,"Above2.7","above2.3",44.4,3.17142857142857
"2559",2559,2559,"Female","Dade","Hispanic","Health","Psychology","Commuter","L","Psychology",7,7,"Below2.7","under2.3",18,2
"2560",2560,2560,"Female","Escambia","Hispanic","Education and Professional Studies","Instrctnl, Wrkfrce & Appl Tech","Commuter","L","Network Systems Operations",0,0,"Above2.7","above2.3",39.9,3.325
"2561",2561,2561,"Male","Manatee","African American","Business","Accounting & Finance","Heritage Hall","L","Professional Accountancy",28,0,"Above2.7","above2.3",43.2,3.6
"2562",2562,2562,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",26,0,"Below2.7","under2.3",26.5,2.03846153846154
"2563",2563,2563,"Male","Leon","African American","Science and Engineering","Biology","Martin Hall","L","Preprofessional Biology",0,0,"Below2.7","Under1.0",0,0
"2564",2564,2564,"Female","Clay","White","Education and Professional Studies","Social Work","Commuter","L","Social Work",6,0,"Below2.7","Under1.0",10.8,0.830769230769231
"2565",2565,2565,"Male","Okaloosa","Hispanic","Business","Management & MIS","Commuter","L","General Business",15,0,"Above2.7","above2.3",45.3,3.48461538461538
"2566",2566,2566,"Male","Okaloosa","White","Education and Professional Studies","Administration and Law","Heritage Hall","L","Sport Management",9,0,"Above2.7","above2.3",48,4
"2567",2567,2567,"Male","Non-Florida","African American","No College Designated","Undeclared","Martin Hall","L","Undecided",12,0,"Below2.7","under2.0",24,1.6
"2568",2568,2568,"Male","Pinellas","White","Business","Management & MIS","Argo Hall","L","General Business",0,0,"Below2.7","above2.3",35,2.69230769230769
"2569",2569,2569,"Female","Non-Florida","White","Arts, Social Sciences and Humanities","Communication","Pace Hall","L","Communication",15,0,"Above2.7","above2.3",47.1,3.925
"2570",2570,2570,"Male","Escambia","White","Health","Health Sciences & Admin","Commuter","L","Health Sciences Pending",0,0,"Above2.7","above2.3",43.4,3.33846153846154
"2571",2571,2571,"Male","Santa Rosa","White","No College Designated","Undeclared","Heritage Hall","L","Undecided",0,0,"Below2.7","under2.3",29,2.07142857142857
"2572",2572,2572,"Male","Walton","African American","Science and Engineering","Biology","Martin Hall","L","Preprofessional Biology",15,0,"Above2.7","above2.3",42.1,3.23846153846154
"2573",2573,2573,"Female","Escambia","White","Arts, Social Sciences and Humanities","History","Commuter","L","History",54,0,"Above2.7","above2.3",39.9,3.325
"2574",2574,2574,"Female","Escambia","White","Business","Management & MIS","Pace Hall","L","General Business",24,0,"Above2.7","above2.3",57.1,3.56875
"2575",2575,2575,"Male","Leon","White","Business","Management & MIS","Martin Hall","L","General Business",10,0,"Below2.7","under1.5",19.1,1.46923076923077
"2576",2576,2576,"Female","Nassau","White","Health","Nursing","Argo Hall","L","Pre-BSN",15,0,"Below2.7","under2.3",32.8,2.05
"2577",2577,2577,"Male","Santa Rosa","White","Education and Professional Studies","Administration and Law","Commuter","L","Legal Studies",0,0,"Above2.7","above2.3",37.2,3.1
"2578",2578,2578,"Female","St. Johns","White","Science and Engineering","Mechanical Engineering","Presidents Hall","L","Mechanical Engineering",11,0,"Below2.7","under1.5",20.9,1.39333333333333
"2579",2579,2579,"Female","Duval","White","Health","Psychology","Commuter","L","Psychology",10,7,"Above2.7","above2.3",47.1,3.62307692307692
"2580",2580,2580,"Female","Baker","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",42,0,"Below2.7","under2.3",12,2
"2581",2581,2581,"Female","Escambia","African American","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Below2.7","above2.3",30.1,2.31538461538462
"2582",2582,2582,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Mechanical Engineering",13,0,"Below2.7","under1.5",19.9,1.24375
"2583",2583,2583,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",60,4
"2584",2584,2584,"Male","Escambia","White","Education and Professional Studies","Instrctnl, Wrkfrce & Appl Tech","Commuter","L","Building Construction",0,0,"Above2.7","above2.3",38.1,3.175
"2585",2585,2585,"Male","Bay","White","Arts, Social Sciences and Humanities","Theatre","Argo Hall","L","Musical Theatre",9,0,"Above2.7","above2.3",48.1,3.00625
"2586",2586,2586,"Female","Escambia","White","Arts, Social Sciences and Humanities","Government","Commuter","L","Political Science",20,0,"Above2.7","above2.3",33,2.75
"2587",2587,2587,"Female","Duval","White","Health","Nursing","Pace Hall","L","Pre-BSN",28,0,"Above2.7","above2.3",52,4
"2588",2588,2588,"Female","Non-Florida","White","Science and Engineering","Biology","Martin Hall","L","Marine Biology",0,0,"Above2.7","above2.3",47.2,3.14666666666667
"2589",2589,2589,"Male","Charlotte","White","No College Designated","Undeclared","Heritage Hall","L","Undeclared",6,0,"Above2.7","above2.3",37.1,2.85384615384615
"2590",2590,2590,"Male","Okaloosa","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",18,0,"Below2.7","under1.5",9,1
"2591",2591,2591,"Male","Dade","Hispanic","Science and Engineering","Biology","Pace Hall","L","Biology",15,0,"Below2.7","under2.0",21,1.90909090909091
"2592",2592,2592,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biology",25,6,"Above2.7","above2.3",40.1,3.64545454545455
"2593",2593,2593,"Male","Escambia","Asian","Science and Engineering","Computer Science","Commuter","L","Software Engineering",12,0,"Above2.7","above2.3",52,4
"2594",2594,2594,"Female","Sarasota","Hispanic","Education and Professional Studies","Social Work","Pace Hall","L","Social Work",10,0,"Below2.7","under2.3",25.2,2.1
"2595",2595,2595,"Female","Escambia","Not Reported","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary/ESOL--PENDING",50,0,"Above2.7","above2.3",51.3,3.42
"2596",2596,2596,"Female","Escambia","White","Arts, Social Sciences and Humanities","Government","Pace Hall","L","International Studies",42,0,"Above2.7","above2.3",58.2,3.6375
"2597",2597,2597,"Female","Escambia","White","Health","Nursing","Martin Hall","L","Pre-BSN",20,0,"Above2.7","above2.3",47.1,3.62307692307692
"2598",2598,2598,"Female","Franklin","White","No College Designated","Undeclared","Heritage Hall","L","Undecided",33,0,"Above2.7","above2.3",39.9,3.325
"2599",2599,2599,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",16,0,"Below2.7","under1.5",14.9,1.24166666666667
"2600",2600,2600,"Male","Duval","White","Science and Engineering","Electrical & Computer Engineer","Martin Hall","L","Computer Engineering",7,7,"Below2.7","Under1.0",0,0
"2601",2601,2601,"Female","Escambia","Asian","Business","Accounting & Finance","Commuter","L","Professional Accountancy",0,0,"Above2.7","above2.3",53.1,3.54
"2602",2602,2602,"Female","Santa Rosa","White","No College Designated","Undeclared","Heritage Hall","L","Undecided",6,0,"Below2.7","above2.3",40.2,2.68
"2603",2603,2603,"Male","Okaloosa","White","Science and Engineering","Computer Science","Martin Hall","U","Computer Science",68,0,"Above2.7","above2.3",38.4,2.74285714285714
"2604",2604,2604,"Female","Washington","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",12,0,"Below2.7","above2.3",30.7,2.55833333333333
"2605",2605,2605,"Male","Santa Rosa","Hispanic","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",3,0,"Below2.7","under2.0",24.5,1.88461538461538
"2606",2606,2606,"Male","Brevard","Native Hawaiian or Pacific Islander","Arts, Social Sciences and Humanities","Art","Heritage Hall","L","Graphic Design",12,0,"Below2.7","under2.3",24.9,2.075
"2607",2607,2607,"Female","Santa Rosa","Hispanic","Science and Engineering","Biology","Commuter","L","Preprofessional Biology",46,0,"Above2.7","above2.3",47.1,3.62307692307692
"2608",2608,2608,"Female","Escambia","American Indian/Alaskan Native","Business","Accounting & Finance","Commuter","L","Professional Accountancy",0,0,"Above2.7","above2.3",41.7,3.20769230769231
"2609",2609,2609,"Male","Okaloosa","Two or More","Business","Accounting & Finance","Argo Hall","L","Professional Accountancy",0,0,"Below2.7","above2.3",34.8,2.67692307692308
"2610",2610,2610,"Female","Santa Rosa","White","Health","Nursing","Commuter","L","Pre-BSN",9,0,"Above2.7","above2.3",48.9,3.49285714285714
"2611",2611,2611,"Female","Pinellas","White","Health","Exercise Sci & Community Hlth","Commuter","L","Exercise Science",6,0,"Below2.7","Under1.0",10.8,0.771428571428571
"2612",2612,2612,"Male","Calhoun","White","Health","Exercise Sci & Community Hlth","Commuter","L","Athletic Training Ed--PENDING",20,0,"Above2.7","above2.3",46.5,3.57692307692308
"2613",2613,2613,"Female","Non-Florida","White","Science and Engineering","Electrical & Computer Engineer","Presidents Hall","L","Mechanical Engineering",8,0,"Above2.7","above2.3",50.3,3.35333333333333
"2614",2614,2614,"Male","Non-Florida","African American","Science and Engineering","Computer Science","Heritage Hall","L","Computer Science",0,0,"Below2.7","under2.0",25.1,1.93076923076923
"2615",2615,2615,"Female","Volusia","White","Science and Engineering","Biology","Argo Hall","L","Preprofessional Biology",3,0,"Below2.7","above2.3",45,2.64705882352941
"2616",2616,2616,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",41,0,"Below2.7","Under1.0",9,0.75
"2617",2617,2617,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Argo Hall","L","Cybersecurity",0,0,"Below2.7","under2.0",5.1,1.7
"2618",2618,2618,"Female","Seminole","White","Science and Engineering","Biology","Martin Hall","L","Preprofessional Biology",0,0,"Above2.7","above2.3",39,2.78571428571429
"2619",2619,2619,"Male","Santa Rosa","White","Health","Exercise Sci & Community Hlth","Commuter","L","Exercise Science",0,0,"Above2.7","above2.3",39,3.25
"2620",2620,2620,"Male","Santa Rosa","White","Arts, Social Sciences and Humanities","Government","Pace Hall","L","International Studies",40,0,"Above2.7","above2.3",61,3.8125
"2621",2621,2621,"Male","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",12,0,"Above2.7","above2.3",49.9,3.83846153846154
"2622",2622,2622,"Male","Okaloosa","White","Science and Engineering","Computer Science","Pace Hall","L","Cybersecurity",24,0,"Above2.7","above2.3",62.2,3.8875
"2623",2623,2623,"Female","Okaloosa","Hispanic","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",0,0,"Below2.7","under2.0",24.5,1.88461538461538
"2624",2624,2624,"Female","Bay","White","Health","Nursing","Argo Hall","L","Pre-BSN",12,0,"Above2.7","above2.3",41.1,3.16153846153846
"2625",2625,2625,"Female","Non-Florida","White","Arts, Social Sciences and Humanities","Theatre","Martin Hall","L","Musical Theatre",0,0,"Above2.7","above2.3",52,4
"2626",2626,2626,"Male","Escambia","Hispanic","Science and Engineering","Biology","Argo Hall","L","Biomedical Sciences",0,0,"Above2.7","above2.3",54.9,3.66
"2627",2627,2627,"Female","Marion","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",12,0,"Below2.7","under2.0",23.2,1.54666666666667
"2628",2628,2628,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Heritage Hall","L","Computer Engineering",18,0,"Below2.7","above2.3",32.2,2.47692307692308
"2629",2629,2629,"Male","Hillsborough","Hispanic","Science and Engineering","Computer Science","Presidents Hall","L","Computer Science",9,0,"Below2.7","under1.5",17.1,1.425
"2630",2630,2630,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",3,0,"Below2.7","above2.3",24.9,2.49
"2631",2631,2631,"Female","Non-Florida","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",32,0,"Above2.7","above2.3",48,4
"2632",2632,2632,"Male","Non-Florida","American Indian/Alaskan Native","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",36,0,"Above2.7","above2.3",52.1,3.25625
"2633",2633,2633,"Female","Santa Rosa","White","No College Designated","Undeclared","Pace Hall","L","Undecided",16,0,"Above2.7","above2.3",44.1,3.675
"2634",2634,2634,"Male","Okaloosa","White","Science and Engineering","Computer Science","Heritage Hall","L","Computer Science",0,0,"Below2.7","under2.3",22.9,2.29
"2635",2635,2635,"Female","Bradford","African American","Health","Nursing","Pace Hall","L","Pre-BSN",21,0,"Below2.7","above2.3",33.5,2.57692307692308
"2636",2636,2636,"Female","Non-Florida","White","Science and Engineering","Biology","Pace Hall","L","Marine Biology",0,0,"Above2.7","above2.3",28.3,3.5375
"2637",2637,2637,"Female","Santa Rosa","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary Education--PENDING",31,0,"Above2.7","above2.3",33.3,2.775
"2638",2638,2638,"Female","Santa Rosa","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary Education--PENDING",12,0,"Above2.7","above2.3",47.1,3.925
"2639",2639,2639,"Female","St. Johns","Asian","Business","Management & MIS","Heritage Hall","L","General Business",12,0,"Below2.7","under2.3",30.9,2.06
"2640",2640,2640,"Female","Okaloosa","White","Health","Psychology","Martin Hall","L","Psychology",39,0,"Above2.7","above2.3",44.1,3.675
"2641",2641,2641,"Male","Duval","Hispanic","Business","Management & MIS","Argo Hall","L","General Business",0,0,"Below2.7","above2.3",34.4,2.64615384615385
"2642",2642,2642,"Female","Escambia","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Telecommunications and Film",3,0,"Above2.7","above2.3",57,3.8
"2643",2643,2643,"Male","Hillsborough","White","Arts, Social Sciences and Humanities","Government","Pace Hall","L","Political Science Pre-Law",30,0,"Above2.7","above2.3",60.1,3.75625
"2644",2644,2644,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",29,0,"Above2.7","above2.3",32.8,2.73333333333333
"2645",2645,2645,"Male","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",43,0,"Above2.7","above2.3",48,4
"2646",2646,2646,"Female","Okaloosa","Hispanic","Health","Nursing","Heritage Hall","U","Pre-BSN",60,0,"Below2.7","above2.3",34.6,2.66153846153846
"2647",2647,2647,"Female","Non-Florida","White","Science and Engineering","Biology","Commuter","L","Marine Biology",10,0,"Above2.7","above2.3",37.8,3.15
"2648",2648,2648,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",12,0,"Above2.7","above2.3",47.8,3.67692307692308
"2649",2649,2649,"Male","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",58,0,"Above2.7","above2.3",59.1,3.94
"2650",2650,2650,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Computer Engineering",12,0,"Below2.7","under1.5",20.7,1.38
